slide_type,image,slide_number,response,Answer.condition,workerid,audio,Answer.time_in_minutes
trial_2,0,70,"[1767, 'No']",age2-anyQUD,15,all.wav,16.520983333333334
trial_2,8,71,"[3758, 'Yes']",age2-anyQUD,15,eight.wav,16.520983333333334
trial_2,11,72,"[7345, 'Yes']",age2-anyQUD,15,eleven.wav,16.520983333333334
trial_2,11,73,"[5970, 'Yes']",age2-anyQUD,15,summa.wav,16.520983333333334
trial_2,5,74,"[3112, 'No']",age2-anyQUD,15,nine.wav,16.520983333333334
trial_2,5,75,"[2568, 'Yes']",age2-anyQUD,15,five.wav,16.520983333333334
trial_2,8,76,"[2628, 'No']",age2-anyQUD,15,two.wav,16.520983333333334
trial_2,2,77,"[2679, 'Yes']",age2-anyQUD,15,two.wav,16.520983333333334
trial_2,11,78,"[2074, 'No']",age2-anyQUD,15,all.wav,16.520983333333334
trial_2,2,79,"[3106, 'No']",age2-anyQUD,15,none.wav,16.520983333333334
trial_2,13,80,"[3263, 'No']",age2-anyQUD,15,summa.wav,16.520983333333334
trial_2,13,81,"[2375, 'Yes']",age2-anyQUD,15,all.wav,16.520983333333334
trial_2,0,82,"[2123, 'No']",age2-anyQUD,15,summa.wav,16.520983333333334
trial_2,2,83,"[2323, 'No']",age2-anyQUD,15,twelve.wav,16.520983333333334
bot_check,Jessica,1,"[0, 'Jessica']",age2-anyQUD,16,,12.213983333333333
audio_check,,3,"[0, 'Four']",age2-anyQUD,16,,12.213983333333333
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,16,,12.213983333333333
practice_trial,13,6,"[2667, 'No']",age2-anyQUD,16,none.wav,12.213983333333333
practice_trial,13,7,"[1838, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
practice_trial,0,8,"[1457, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
practice_trial,0,9,"[2215, 'Yes']",age2-anyQUD,16,none.wav,12.213983333333333
trial_1,8,11,"[2016, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,0,12,"[2048, 'Yes']",age2-anyQUD,16,none.wav,12.213983333333333
trial_1,13,13,"[2284, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,13,14,"[1559, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,13,15,"[1700, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,0,16,"[2233, 'No']",age2-anyQUD,16,five.wav,12.213983333333333
trial_1,8,17,"[1918, 'No']",age2-anyQUD,16,none.wav,12.213983333333333
trial_1,13,18,"[5321, 'No']",age2-anyQUD,16,eight.wav,12.213983333333333
trial_1,13,19,"[1533, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,11,20,"[4948, 'No']",age2-anyQUD,16,thirteen.wav,12.213983333333333
trial_1,8,21,"[4876, 'No']",age2-anyQUD,16,eleven.wav,12.213983333333333
trial_1,2,22,"[2110, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,2,23,"[2181, 'Yes']",age2-anyQUD,16,two.wav,12.213983333333333
trial_1,2,24,"[1721, 'Yes']",age2-anyQUD,16,two.wav,12.213983333333333
trial_1,8,25,"[3605, 'Yes']",age2-anyQUD,16,eight.wav,12.213983333333333
trial_1,5,26,"[2143, 'No']",age2-anyQUD,16,four.wav,12.213983333333333
trial_1,5,27,"[3876, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,0,28,"[2327, 'No']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,5,29,"[2071, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,11,30,"[2154, 'No']",age2-anyQUD,16,none.wav,12.213983333333333
trial_1,2,31,"[2055, 'Yes']",age2-anyQUD,16,two.wav,12.213983333333333
trial_1,5,32,"[2027, 'No']",age2-anyQUD,16,ten.wav,12.213983333333333
trial_1,13,33,"[2029, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,0,34,"[1964, 'No']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,13,35,"[1377, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,0,36,"[1913, 'Yes']",age2-anyQUD,16,none.wav,12.213983333333333
trial_1,11,37,"[1989, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,8,38,"[3654, 'Yes']",age2-anyQUD,16,eight.wav,12.213983333333333
trial_1,2,39,"[1712, 'Yes']",age2-anyQUD,16,two.wav,12.213983333333333
trial_1,5,40,"[1868, 'Yes']",age2-anyQUD,16,five.wav,12.213983333333333
trial_1,0,41,"[1775, 'No']",age2-anyQUD,16,eleven.wav,12.213983333333333
trial_1,13,42,"[1919, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,13,43,"[1584, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_1,11,44,"[3792, 'No']",age2-anyQUD,16,seven.wav,12.213983333333333
trial_1,0,45,"[2021, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_1,11,46,"[4515, 'Yes']",age2-anyQUD,16,eleven.wav,12.213983333333333
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,16,,12.213983333333333
trial_2,11,48,"[2804, 'No']",age2-anyQUD,16,one.wav,12.213983333333333
trial_2,13,49,"[1847, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,2,50,"[1518, 'Yes']",age2-anyQUD,16,two.wav,12.213983333333333
trial_2,8,51,"[2586, 'Yes']",age2-anyQUD,16,eight.wav,12.213983333333333
trial_2,0,52,"[1626, 'No']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,13,53,"[1369, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,2,54,"[1734, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,5,55,"[2738, 'No']",age2-anyQUD,16,two.wav,12.213983333333333
trial_2,13,56,"[2007, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,0,57,"[2629, 'Yes']",age2-anyQUD,16,none.wav,12.213983333333333
trial_2,0,58,"[1630, 'No']",age2-anyQUD,16,three.wav,12.213983333333333
trial_2,8,59,"[1551, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,13,60,"[5873, 'No']",age2-anyQUD,16,ten.wav,12.213983333333333
trial_2,13,61,"[1492, 'No']",age2-anyQUD,16,none.wav,12.213983333333333
trial_2,8,62,"[2418, 'Yes']",age2-anyQUD,16,eight.wav,12.213983333333333
trial_2,5,63,"[1406, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,13,64,"[1838, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,5,65,"[2092, 'Yes']",age2-anyQUD,16,five.wav,12.213983333333333
trial_2,0,66,"[1745, 'No']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,2,67,"[1370, 'Yes']",age2-anyQUD,16,two.wav,12.213983333333333
trial_2,8,68,"[2196, 'No']",age2-anyQUD,16,two.wav,12.213983333333333
trial_2,11,69,"[4628, 'Yes']",age2-anyQUD,16,eleven.wav,12.213983333333333
trial_2,11,70,"[1862, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,11,71,"[1489, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,13,72,"[1465, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,13,73,"[2471, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,5,74,"[3366, 'Yes']",age2-anyQUD,16,five.wav,12.213983333333333
trial_2,13,75,"[3101, 'No']",age2-anyQUD,16,five.wav,12.213983333333333
trial_2,2,76,"[3447, 'No']",age2-anyQUD,16,twelve.wav,12.213983333333333
trial_2,13,77,"[1762, 'Yes']",age2-anyQUD,16,summa.wav,12.213983333333333
trial_2,2,78,"[1514, 'No']",age2-anyQUD,16,none.wav,12.213983333333333
trial_2,0,79,"[1511, 'No']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,5,80,"[1688, 'No']",age2-anyQUD,16,nine.wav,12.213983333333333
trial_2,13,81,"[1825, 'Yes']",age2-anyQUD,16,all.wav,12.213983333333333
trial_2,8,82,"[2381, 'Yes']",age2-anyQUD,16,eight.wav,12.213983333333333
trial_2,0,83,"[1651, 'Yes']",age2-anyQUD,16,none.wav,12.213983333333333
bot_check,Jennifer,1,"[0, 'Jennifer']",age2-anyQUD,17,,11.8903
audio_check,,3,"[0, 'Four']",age2-anyQUD,17,,11.8903
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,17,,11.8903
practice_trial,13,6,"[3503, 'Yes']",age2-anyQUD,17,none.wav,11.8903
practice_trial,13,7,"[3520, 'Yes']",age2-anyQUD,17,all.wav,11.8903
practice_trial,0,8,"[1767, 'No']",age2-anyQUD,17,all.wav,11.8903
practice_trial,0,9,"[1841, 'Yes']",age2-anyQUD,17,none.wav,11.8903
trial_1,2,11,"[2085, 'Yes']",age2-anyQUD,17,two.wav,11.8903
trial_1,13,12,"[1585, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_1,5,13,"[2274, 'No']",age2-anyQUD,17,four.wav,11.8903
trial_1,5,14,"[1628, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_1,2,15,"[1617, 'Yes']",age2-anyQUD,17,two.wav,11.8903
trial_1,0,16,"[1943, 'Yes']",age2-anyQUD,17,none.wav,11.8903
trial_1,8,17,"[3428, 'No']",age2-anyQUD,17,eleven.wav,11.8903
trial_1,8,18,"[2191, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_1,13,19,"[1632, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_1,8,20,"[4882, 'Yes']",age2-anyQUD,17,eight.wav,11.8903
trial_1,11,21,"[4030, 'No']",age2-anyQUD,17,thirteen.wav,11.8903
trial_1,13,22,"[2122, 'No']",age2-anyQUD,17,eight.wav,11.8903
trial_1,2,23,"[1628, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_1,13,24,"[2440, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_1,13,25,"[2175, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_1,0,26,"[1794, 'No']",age2-anyQUD,17,five.wav,11.8903
trial_1,8,27,"[1755, 'No']",age2-anyQUD,17,none.wav,11.8903
trial_1,0,28,"[2464, 'No']",age2-anyQUD,17,summa.wav,11.8903
trial_1,5,29,"[1789, 'Yes']",age2-anyQUD,17,five.wav,11.8903
trial_1,2,30,"[1490, 'Yes']",age2-anyQUD,17,two.wav,11.8903
trial_1,0,31,"[1681, 'No']",age2-anyQUD,17,eleven.wav,11.8903
trial_1,13,32,"[1597, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_1,13,33,"[1777, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_1,2,34,"[1619, 'Yes']",age2-anyQUD,17,two.wav,11.8903
trial_1,11,35,"[3291, 'No']",age2-anyQUD,17,seven.wav,11.8903
trial_1,11,36,"[1609, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_1,0,37,"[2064, 'No']",age2-anyQUD,17,summa.wav,11.8903
trial_1,5,38,"[1871, 'No']",age2-anyQUD,17,ten.wav,11.8903
trial_1,8,39,"[2529, 'Yes']",age2-anyQUD,17,eight.wav,11.8903
trial_1,0,40,"[1768, 'Yes']",age2-anyQUD,17,none.wav,11.8903
trial_1,13,41,"[1879, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_1,11,42,"[4563, 'Yes']",age2-anyQUD,17,eleven.wav,11.8903
trial_1,11,43,"[1709, 'No']",age2-anyQUD,17,none.wav,11.8903
trial_1,5,44,"[1642, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_1,0,45,"[1533, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_1,13,46,"[1766, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,17,,11.8903
trial_2,13,48,"[1578, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_2,0,49,"[3101, 'No']",age2-anyQUD,17,summa.wav,11.8903
trial_2,5,50,"[1275, 'Yes']",age2-anyQUD,17,five.wav,11.8903
trial_2,0,51,"[1676, 'Yes']",age2-anyQUD,17,none.wav,11.8903
trial_2,8,52,"[2481, 'Yes']",age2-anyQUD,17,eight.wav,11.8903
trial_2,13,53,"[1594, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_2,2,54,"[1648, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_2,13,55,"[4107, 'No']",age2-anyQUD,17,ten.wav,11.8903
trial_2,13,56,"[1795, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_2,13,57,"[1580, 'No']",age2-anyQUD,17,none.wav,11.8903
trial_2,5,58,"[1777, 'No']",age2-anyQUD,17,two.wav,11.8903
trial_2,5,59,"[1491, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_2,2,60,"[1349, 'Yes']",age2-anyQUD,17,two.wav,11.8903
trial_2,13,61,"[1785, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_2,0,62,"[1616, 'No']",age2-anyQUD,17,three.wav,11.8903
trial_2,11,63,"[2270, 'No']",age2-anyQUD,17,one.wav,11.8903
trial_2,8,64,"[2048, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_2,8,65,"[1837, 'Yes']",age2-anyQUD,17,eight.wav,11.8903
trial_2,2,66,"[1916, 'No']",age2-anyQUD,17,twelve.wav,11.8903
trial_2,0,67,"[1909, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_2,2,68,"[1766, 'Yes']",age2-anyQUD,17,two.wav,11.8903
trial_2,0,69,"[1807, 'No']",age2-anyQUD,17,summa.wav,11.8903
trial_2,8,70,"[1863, 'No']",age2-anyQUD,17,two.wav,11.8903
trial_2,11,71,"[1950, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_2,2,72,"[1797, 'No']",age2-anyQUD,17,none.wav,11.8903
trial_2,13,73,"[1889, 'No']",age2-anyQUD,17,five.wav,11.8903
trial_2,11,74,"[3823, 'Yes']",age2-anyQUD,17,eleven.wav,11.8903
trial_2,5,75,"[1559, 'Yes']",age2-anyQUD,17,five.wav,11.8903
trial_2,0,76,"[1417, 'Yes']",age2-anyQUD,17,none.wav,11.8903
trial_2,11,77,"[2633, 'No']",age2-anyQUD,17,all.wav,11.8903
trial_2,13,78,"[1692, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_2,8,79,"[2095, 'Yes']",age2-anyQUD,17,eight.wav,11.8903
trial_2,13,80,"[1472, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_2,13,81,"[1524, 'Yes']",age2-anyQUD,17,all.wav,11.8903
trial_2,13,82,"[2114, 'Yes']",age2-anyQUD,17,summa.wav,11.8903
trial_2,5,83,"[1560, 'No']",age2-anyQUD,17,nine.wav,11.8903
bot_check,Elizabeth,1,"[0, 'Elizabeth']",age2-anyQUD,18,,15.259416666666667
audio_check,,3,"[0, 'Four']",age2-anyQUD,18,,15.259416666666667
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,18,,15.259416666666667
practice_trial,13,6,"[10904, 'Yes']",age2-anyQUD,18,none.wav,15.259416666666667
practice_trial,13,7,"[2733, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
practice_trial,0,8,"[2203, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
practice_trial,0,9,"[1879, 'No']",age2-anyQUD,18,none.wav,15.259416666666667
trial_1,0,11,"[3903, 'No']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,13,12,"[1685, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,0,13,"[4714, 'Yes']",age2-anyQUD,18,none.wav,15.259416666666667
trial_1,8,14,"[1146, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,13,15,"[3236, 'No']",age2-anyQUD,18,eight.wav,15.259416666666667
trial_1,8,16,"[6531, 'Yes']",age2-anyQUD,18,eight.wav,15.259416666666667
trial_1,11,17,"[7252, 'No']",age2-anyQUD,18,thirteen.wav,15.259416666666667
trial_1,8,18,"[5543, 'No']",age2-anyQUD,18,eleven.wav,15.259416666666667
trial_1,5,19,"[1909, 'No']",age2-anyQUD,18,four.wav,15.259416666666667
trial_1,2,20,"[1713, 'Yes']",age2-anyQUD,18,two.wav,15.259416666666667
trial_1,13,21,"[2619, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,2,22,"[2773, 'Yes']",age2-anyQUD,18,two.wav,15.259416666666667
trial_1,5,23,"[2154, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,13,24,"[4239, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,8,25,"[1594, 'No']",age2-anyQUD,18,none.wav,15.259416666666667
trial_1,13,26,"[1806, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,2,27,"[1859, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,0,28,"[1790, 'No']",age2-anyQUD,18,five.wav,15.259416666666667
trial_1,13,29,"[3522, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,11,30,"[2109, 'No']",age2-anyQUD,18,seven.wav,15.259416666666667
trial_1,0,31,"[2141, 'No']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,11,32,"[2107, 'No']",age2-anyQUD,18,none.wav,15.259416666666667
trial_1,0,33,"[3621, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,0,34,"[2067, 'No']",age2-anyQUD,18,eleven.wav,15.259416666666667
trial_1,0,35,"[3012, 'Yes']",age2-anyQUD,18,none.wav,15.259416666666667
trial_1,5,36,"[2606, 'No']",age2-anyQUD,18,ten.wav,15.259416666666667
trial_1,2,37,"[3789, 'Yes']",age2-anyQUD,18,two.wav,15.259416666666667
trial_1,5,38,"[1319, 'Yes']",age2-anyQUD,18,five.wav,15.259416666666667
trial_1,2,39,"[1488, 'Yes']",age2-anyQUD,18,two.wav,15.259416666666667
trial_1,5,40,"[1675, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,8,41,"[5478, 'Yes']",age2-anyQUD,18,eight.wav,15.259416666666667
trial_1,11,42,"[1704, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,13,43,"[1791, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,13,44,"[1102, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_1,13,45,"[4276, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_1,11,46,"[5219, 'Yes']",age2-anyQUD,18,eleven.wav,15.259416666666667
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,18,,15.259416666666667
trial_2,8,48,"[6572, 'Yes']",age2-anyQUD,18,eight.wav,15.259416666666667
trial_2,11,49,"[2306, 'No']",age2-anyQUD,18,one.wav,15.259416666666667
trial_2,13,50,"[2221, 'No']",age2-anyQUD,18,none.wav,15.259416666666667
trial_2,0,51,"[2363, 'No']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_2,5,52,"[1253, 'Yes']",age2-anyQUD,18,five.wav,15.259416666666667
trial_2,5,53,"[1643, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,8,54,"[2092, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,13,55,"[1664, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_2,0,56,"[1758, 'No']",age2-anyQUD,18,three.wav,15.259416666666667
trial_2,13,57,"[1461, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,13,58,"[1559, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,5,59,"[3097, 'No']",age2-anyQUD,18,two.wav,15.259416666666667
trial_2,13,60,"[2265, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_2,13,61,"[6230, 'No']",age2-anyQUD,18,ten.wav,15.259416666666667
trial_2,2,62,"[1387, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_2,8,63,"[3833, 'Yes']",age2-anyQUD,18,eight.wav,15.259416666666667
trial_2,0,64,"[2084, 'Yes']",age2-anyQUD,18,none.wav,15.259416666666667
trial_2,2,65,"[1528, 'Yes']",age2-anyQUD,18,two.wav,15.259416666666667
trial_2,11,66,"[1762, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_2,5,67,"[1648, 'No']",age2-anyQUD,18,nine.wav,15.259416666666667
trial_2,13,68,"[2233, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_2,2,69,"[1441, 'Yes']",age2-anyQUD,18,two.wav,15.259416666666667
trial_2,0,70,"[1650, 'No']",age2-anyQUD,18,summa.wav,15.259416666666667
trial_2,13,71,"[1953, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,11,72,"[8538, 'Yes']",age2-anyQUD,18,eleven.wav,15.259416666666667
trial_2,2,73,"[1767, 'No']",age2-anyQUD,18,none.wav,15.259416666666667
trial_2,5,74,"[2174, 'Yes']",age2-anyQUD,18,five.wav,15.259416666666667
trial_2,0,75,"[1696, 'Yes']",age2-anyQUD,18,none.wav,15.259416666666667
trial_2,8,76,"[3265, 'Yes']",age2-anyQUD,18,eight.wav,15.259416666666667
trial_2,11,77,"[1623, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,13,78,"[1695, 'No']",age2-anyQUD,18,five.wav,15.259416666666667
trial_2,0,79,"[2180, 'No']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,2,80,"[1584, 'No']",age2-anyQUD,18,twelve.wav,15.259416666666667
trial_2,8,81,"[1725, 'No']",age2-anyQUD,18,two.wav,15.259416666666667
trial_2,13,82,"[1411, 'Yes']",age2-anyQUD,18,all.wav,15.259416666666667
trial_2,13,83,"[1508, 'Yes']",age2-anyQUD,18,summa.wav,15.259416666666667
bot_check,Jennifer,1,"[0, 'Jennifer']",age2-anyQUD,19,,10.804566666666666
audio_check,,3,"[0, 'Four']",age2-anyQUD,19,,10.804566666666666
comprehension_check_1,,4,"[0, 'Jam']",age2-anyQUD,19,,10.804566666666666
practice_trial,13,6,"[4296, 'No']",age2-anyQUD,19,none.wav,10.804566666666666
practice_trial,13,7,"[1725, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
practice_trial,0,8,"[1876, 'No']",age2-anyQUD,19,all.wav,10.804566666666666
practice_trial,0,9,"[2379, 'Yes']",age2-anyQUD,19,none.wav,10.804566666666666
trial_1,2,11,"[1973, 'Yes']",age2-anyQUD,19,two.wav,10.804566666666666
trial_1,11,12,"[7282, 'No']",age2-anyQUD,19,thirteen.wav,10.804566666666666
trial_1,0,13,"[1543, 'Yes']",age2-anyQUD,19,none.wav,10.804566666666666
trial_1,13,14,"[3232, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_1,2,15,"[1768, 'No']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,13,16,"[1338, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,13,17,"[1957, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_1,8,18,"[4463, 'No']",age2-anyQUD,19,eleven.wav,10.804566666666666
trial_1,8,19,"[7427, 'No']",age2-anyQUD,19,eight.wav,10.804566666666666
trial_1,0,20,"[1850, 'No']",age2-anyQUD,19,five.wav,10.804566666666666
trial_1,8,21,"[2012, 'Yes']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_1,13,22,"[1338, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,5,23,"[1814, 'No']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,2,24,"[1454, 'Yes']",age2-anyQUD,19,two.wav,10.804566666666666
trial_1,5,25,"[6773, 'No']",age2-anyQUD,19,four.wav,10.804566666666666
trial_1,8,26,"[2136, 'No']",age2-anyQUD,19,none.wav,10.804566666666666
trial_1,13,27,"[3458, 'No']",age2-anyQUD,19,eight.wav,10.804566666666666
trial_1,0,28,"[1623, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_1,11,29,"[1795, 'No']",age2-anyQUD,19,none.wav,10.804566666666666
trial_1,0,30,"[1535, 'Yes']",age2-anyQUD,19,none.wav,10.804566666666666
trial_1,0,31,"[1732, 'No']",age2-anyQUD,19,eleven.wav,10.804566666666666
trial_1,5,32,"[1615, 'No']",age2-anyQUD,19,ten.wav,10.804566666666666
trial_1,0,33,"[1435, 'No']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,2,34,"[1491, 'Yes']",age2-anyQUD,19,two.wav,10.804566666666666
trial_1,2,35,"[1248, 'Yes']",age2-anyQUD,19,two.wav,10.804566666666666
trial_1,11,36,"[4366, 'No']",age2-anyQUD,19,seven.wav,10.804566666666666
trial_1,5,37,"[1788, 'Yes']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_1,13,38,"[1958, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_1,13,39,"[961, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,8,40,"[10966, 'Yes']",age2-anyQUD,19,eight.wav,10.804566666666666
trial_1,11,41,"[1661, 'No']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,0,42,"[1543, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_1,11,43,"[6744, 'Yes']",age2-anyQUD,19,eleven.wav,10.804566666666666
trial_1,13,44,"[1051, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
trial_1,5,45,"[2416, 'Yes']",age2-anyQUD,19,five.wav,10.804566666666666
trial_1,13,46,"[1742, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
comprehension_check_2,,47,"[0, 'Jam']",age2-anyQUD,19,,10.804566666666666
trial_2,13,48,"[1794, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
trial_2,13,49,"[1795, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_2,2,50,"[1183, 'Yes']",age2-anyQUD,19,two.wav,10.804566666666666
trial_2,5,51,"[1677, 'No']",age2-anyQUD,19,all.wav,10.804566666666666
trial_2,8,52,"[2926, 'Yes']",age2-anyQUD,19,eight.wav,10.804566666666666
trial_2,13,53,"[1812, 'No']",age2-anyQUD,19,none.wav,10.804566666666666
trial_2,11,54,"[2550, 'No']",age2-anyQUD,19,one.wav,10.804566666666666
trial_2,13,55,"[1571, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_2,13,56,"[1032, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
trial_2,5,57,"[3143, 'Yes']",age2-anyQUD,19,five.wav,10.804566666666666
trial_2,13,58,"[5090, 'No']",age2-anyQUD,19,ten.wav,10.804566666666666
trial_2,5,59,"[1688, 'No']",age2-anyQUD,19,two.wav,10.804566666666666
trial_2,0,60,"[1608, 'No']",age2-anyQUD,19,three.wav,10.804566666666666
trial_2,8,61,"[1857, 'No']",age2-anyQUD,19,all.wav,10.804566666666666
trial_2,8,62,"[3869, 'Yes']",age2-anyQUD,19,eight.wav,10.804566666666666
trial_2,0,63,"[1434, 'No']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_2,2,64,"[7148, 'Yes']",age2-anyQUD,19,summa.wav,10.804566666666666
trial_2,0,65,"[1796, 'No']",age2-anyQUD,19,none.wav,10.804566666666666
trial_2,5,66,"[1642, 'Yes']",age2-anyQUD,19,five.wav,10.804566666666666
trial_2,13,67,"[1913, 'Yes']",age2-anyQUD,19,all.wav,10.804566666666666
trial_2,5,68,"[2487, 'No']",age2-anyQUD,19,nine.wav,10.804566666666666
