"gender","comments","age","language","education","workerid","fairprice","problems","enjoyment","asses","speaker_cond"
"Male","","24","English",2,322,"2.00","No",1,"Yes","allQUD"
"Male","great","25","english language",3,323,"2.00","no",1,"Confused","allQUD"
"Male","I think some should be more clearly defined.","33","English",2,324,"4.00","At one point it advanced automatically.",1,"Yes","allQUD"
"Male","","28","English",1,325,"2","none",2,"Yes","allQUD"
"Female","no","44","English",3,326,"no","no",2,"Yes","allQUD"
"Female","None. It was fun.","38","English",0,327,"2.00","Only that 3 seconds isn't really long enough to count some numbers.",2,"Yes","allQUD"
"Male","","42","English",2,328,"yes","I was a little unsure whether all counted as some.",2,"Yes","allQUD"
"Female","","30","english",2,329,"1.00","",1,"Confused","allQUD"
"Male","","24","English",2,330,"2.00","",1,"No","allQUD"
"Male","very nice survey","25","English",3,331,"nothing","no",2,"Yes","allQUD"
"Male","N/A","37","English",3,332,"2.00","no",2,"Yes","allQUD"
"Male","","25","English",3,333,"Yes","No",2,"Yes","allQUD"
"Female","","37","English",1,334,"2.00","",2,"Yes","allQUD"
"Female","","29","english",2,335,"2.00","i had no issues",1,"Yes","allQUD"
"Male","nice","25","english",3,336,"75","nothing",2,"Yes","allQUD"
"Male","thanks","41","English",2,337,"2.00","no",2,"Yes","allQUD"
"Male","","24","English",1,338,"1.50","One of times, around the middle of the game, it only gave me about a second to answer.",2,"Yes","allQUD"
"Female","","24","English",2,339,"no","",2,"Yes","allQUD"
"Female","This HIT was fun! Thank you =)  If the voice said ""You've got all of the gumballs"" but there were only 2 left I felt like I should say yes instead of no because I did get almost all of them and 2 aren't going to last very long.  At first when all of the gumballs dropped and it said ""You got some of the gumballs""  I clicked no but then changed my mind after that because I felt I should say yes to alert the employee that I at least got some.","50","English",1,340,"2.00","none",2,"Yes","allQUD"
"Female","Thank you!","43","English",3,341,"I think the price was good.","I had no problems with this experiment.",2,"Yes","allQUD"
"Male","","23","eng",1,342,"yes","no",2,"Yes","allQUD"
"Female","","31","english",3,343,"2","no",2,"Yes","allQUD"
"Male","","24","english",1,344,"5","",1,"Yes","allQUD"
"Female","","33","English",2,345,"2.00","No",1,"Yes","allQUD"
"Male","GOOD","30","ENGLISH",3,346,"30","NO",1,"Yes","allQUD"
"Male","","39","English",3,347,"2.00","",2,"No","allQUD"
"Female","","31","ENGLISH",3,348,"2","NO",1,"No","allQUD"
"Female","","23","English",2,349,"2.00","",1,"Yes","allQUD"
"Male","Fun experiment that was repetitive but short enough to make it not mind numbing. Thank you :-)","37","English",3,350,"2.00","None",2,"Yes","allQUD"
"Male","","30","English",2,351,"2.00","no",1,"Yes","allQUD"
"Male","Thanks.","36","English",1,352,"yes","no",2,"Yes","allQUD"
"Female","No further comments. Thank you for the opportunity to participate in this experiment. ","42","English",4,353,"2.00","",2,"Yes","allQUD"
"Female","","65","english",3,354,"2.00","no",2,"Yes","allQUD"
"Male","","36","English",3,355,"Yes","No major issues. The only thing that was somewhat frustrating was when during the tutorial part, pressing spacebar scrolled the screen down, obstructing part of the view of the gumball machine. Perhaps it would be better to select another key that does not scroll.",2,"Yes","allQUD"
"Male","ITS VERY INTERESTING OF THE STUDY","51","ENGLISH",3,356,"NICE","",1,"Yes","allQUD"
"Male","","39","English",3,357,"$2","No issues",1,"Yes","allQUD"
"Female","I think being a little more specific as to which part of the machine we are supposed to be watching according to the information given would be great.","32","English",3,358,"5.00","no",1,"Yes","allQUD"
"Male","thank you so much","22","english",2,359,"yes","no",2,"Yes","allQUD"
"Male","none","30","english",2,360,"3","no",1,"Yes","allQUD"
"Male","A great and wonderful study.","35","English",3,361,"2","no",2,"Yes","allQUD"
"Male","","27","English",3,362,"2","No",2,"Yes","allQUD"
"Female","","33","english",2,363,"about what you paid","Yeah there was a bunch of times it told me to hit space without me hitting yes or no",1,"Yes","allQUD"
"Male","","33","english",2,364,"2.50","no",2,"Yes","allQUD"
"Female","","42","english",2,365,"3.00","",2,"Confused","allQUD"
"Male","very interesting game thank for you","24","english",3,366,"2.00","nothing",2,"Yes","allQUD"
"Male","","35","English",3,367,"yes","There was one trial where there was no audio and one trial with no audio or picture. ",2,"Yes","allQUD"
"Female","I got confused on the answer about the firing, wasn't overly clear to me. But I tried my best. Also wasn't sure what to put for 'some' of the gumballs when all of them were gotten. Just things like that were slightly confusing but I hope no rejecton.","56","english",1,368,"2.00","no",2,"Yes","allQUD"
"Male","Very Engaging","30","English",3,369,"that god",NA,2,"Yes","allQUD"
"Male","Loved the game!","32","English",2,370,"3.00","No there wasn't it was fun!",2,"Yes","allQUD"
"Female","","38","ENGLISH",3,371,"2.00","No",1,"Yes","allQUD"
"Male","","47","English",3,372,"2","no",1,"Yes","allQUD"
"Male","This survey is very interseting. ","26","English",3,373,"5","no",0,"Yes","allQUD"
"Male","","26","English ",2,374,"3.00","no",2,"Yes","allQUD"
"Male","no none, thank you","37","english",2,375,"2.00","No none",2,"Yes","allQUD"
"Male","","30","English",3,376,"5","no",0,"Yes","allQUD"
"Male","Interesting study.","27","English",3,377,"2.00","I didn't have any problems.",2,"Yes","allQUD"
"Female","","32","English",2,378,"2.00","",2,"Yes","allQUD"
"Male","","34","English",3,379,"2.00","",2,"Yes","allQUD"
"Male","","29","English",2,380,"2.00","",2,"Yes","allQUD"
"Male","","52","English",2,381,"2","no problems",1,"Yes","allQUD"
"Male","","56","en",2,382,"2","",1,"Yes","allQUD"
"Male","","44","english",1,383,"","",1,"Yes","allQUD"
"Female","","20","English",2,384,"Yes, maybe a bit more would be a bit fair.","Was confused if I was agreeing or disagreeing with the statement.",0,"Confused","allQUD"
"Female","","25","English",3,385,"Yes","No",2,"Yes","allQUD"
"Male","Thank you!","31","English",3,386,"3.00","None",1,"Yes","allQUD"
"Male","way underpaid","26","english",3,387,"5","no",0,"Yes","allQUD"
"Female","IT was fun!","39","english",3,388,"2.00","no",1,"Yes","allQUD"
"Female","","41","English",1,389,".85","No",2,"Yes","allQUD"
"Female","the instructions was clear and well structured experiment was designed.","45","Urdu",4,390,"yes","no",2,"Yes","allQUD"
"Female","It was enjoyable.  Thank you.","53","English",3,391,"1.50","no, everything was fine",2,"Yes","allQUD"
"Male","","24","english",3,392,"2.00","A few of them skipped without my input",2,"Yes","allQUD"
"Male","","53","English",4,393,"3","no",2,"Yes","allQUD"
"Male","I don't think the instructions were as clear at the beginning, because I don't think I was told to count the gumbballs. I messed up at the beginning, but quickly fixed and answered based of the gumball machine graphic.","23","English",2,394,"2.00","No bugs",2,"Confused","allQUD"
"Female","","34","English",3,395,"2.00","No",2,"Yes","allQUD"
"Female","","54","English",4,396,"2","No.",2,"Yes","allQUD"
"Male","","37","English",3,397,"2","",1,"Yes","allQUD"
"Male","","37","English",1,398,"2.00","No",1,"Yes","allQUD"
"Male","nice","34","engish",3,399,"60","n0",1,"Yes","allQUD"
"Female","no comments","50","english",4,400,"2.00","no",2,"Yes","anyQUD"
"Male","No comments ","57","English",3,401,"2.00","No problems",1,"Yes","anyQUD"
"Male","none","37","Filipino",3,402,"4.00","none",2,"Yes","anyQUD"
"Male","I made a few errors that I realized immediately after pressing the key. I did enjoy the Hit.","64","English",2,403,"2.00","No",2,"Yes","anyQUD"
"Male","","34","English",3,404,"2","",2,"Yes","anyQUD"
"Female","I think four seconds is too short of a time to register the question and count eleven gumballs. I feel like I did a good job except for the two rounds where I had to count a higher number of gumballs. Thanks for the fun HIT!","34","English",3,405,"2.00","I didn't notice any issues.",2,"Yes","anyQUD"
"Male","","42","english",4,406,"2.00","no",2,"Yes","anyQUD"
"Male","Fun HIT.  Thank you.","42","English",3,407,"2.00","none",2,"Yes","anyQUD"
"Male","Fun hit","34","English",2,408,"2","no",2,"Yes","anyQUD"
"Female","I DIDN'T WANT THE GUY FIRED. INITIALLY I ANSWERED WHETHER THE MACHINE SPOKE ACCURATELY. WHEN I WAS RE INFORMED WHEN I GUY WOULD BE FIRED I TRIED TO OVER THINK MY ANSWERS A COUPLE TIMES","44","ENGLISH",3,409,"YES","NONE THAT I NOTICED",2,"Yes","anyQUD"
"Male","I have no idea why i got no gumballs sometimes when there was obviously some there?","31","english",2,410,"2.00 ","Supper buggy and would jump ahead without me even pressing f,j or space",1,"Confused","anyQUD"
"Male","interesting","24","English",3,411,"2.00","nothing",1,"Yes","anyQUD"
"Female","thank you","61","english",1,412,"yes","no",2,"Confused","anyQUD"
"Male","","50","english",3,413,"3","",1,"Yes","anyQUD"
"Female","","26","English",3,414,"a little under","No",1,"Yes","anyQUD"
"Male","","32","eNGLISH",2,415,"2.50","NO",2,"Yes","anyQUD"
"Male","I enjoyed the experiment, but i think i got the employee fired because of the screens it skipped.","33","English",2,416,"3.00","yes, sometimes the audio was really delayed, and three times the image loaded and as soon as the dispensing sound was played it automatically advanced to the next screen on its own. and within the time limit most of the time the sound for the machine telling me how many gumballs it gave me didnt have time to play, not that it really mattered in the end.",2,"Yes","anyQUD"
"Female","","57","English",4,417,"2","No",1,"Yes","anyQUD"
"Other","","25","English",2,418,"2.00","No",2,"Yes","anyQUD"
"Male","Fascinating task.","29","English",3,419,"2.00","There weren't any problems, I just kept confusing myself regarding the rules.",2,"Confused","anyQUD"
"Female","this was a great task","34","",3,420,"yes","no",2,"Yes","anyQUD"
"Male","No comments.","42","English",3,421,"Yes","No.",2,"Yes","anyQUD"
"Female","","41","english",3,422,"yes","no",1,"No","anyQUD"
"Female","Everything seemed to work well.","29","English, USA",3,423,"Yes","No",1,"Yes","anyQUD"
"Male","Thank you, nice experiment. ","34","english",2,424,"2.20","none",2,"Yes","anyQUD"
"Male","good","31","english",3,425,"2$","no",2,"Yes","anyQUD"
"Female","","46","English",2,426,"3.00","No",1,"Confused","anyQUD"
"Male","","32","English",3,427,"Yes","None",2,"Yes","anyQUD"
"Female","fun and enjoyable","50","English",3,428,"2","no",2,"Yes","anyQUD"
"Female","none","43","english",3,429,"2.00","none",2,"Yes","anyQUD"
"Male","","22","Spanish",2,430,"Yes","",2,"Yes","anyQUD"
"Female","","71","English",2,431,"1.25","No, thanks.",2,"Yes","anyQUD"
"Male","GOOD","30","ENGLISH",3,432,"5","NO",2,"Yes","anyQUD"
"Female","I don't have any comments.","59","English",4,433,"2.00","There weren't any problems or bugs in the experiment.",2,"Yes","anyQUD"
"Male","","37","english",2,434,"yes","",1,"Yes","anyQUD"
"Male","","38","english",1,435,"2.00","",1,"Yes","anyQUD"
"Female","","24","English ",1,436,"2","no",1,"Yes","anyQUD"
"Female","","64","English",2,437,"2.00","there was no audio on one of the hits",2,"Yes","anyQUD"
"Female","","60","English",3,438,"2","no",2,"Yes","anyQUD"
"Female","Thanks!","30","English",3,439,"3.00","No.",2,"Yes","anyQUD"
"Female","","49","English",3,440,"2.00","A couple of times F when I meant to hit J.  The only other problem was interpreting if ""You got some of the gumballs"" was true if all of the gumballs fell.  I choose yes.",1,"Yes","anyQUD"
"Female","It was fun!","36","english",3,441,"2.00","no",2,"Yes","anyQUD"
"Female","","40","English",3,442,"2.50","I did read the instructions, but there seemed to be some confusion between the machine jamming and the machine being empty, and the consequences of each. Why did the employee think the machine was behaving correctly if I told him I disagreed with what it said?",1,"Confused","anyQUD"
"Female","Sometimes it didn't give me four seconds to decide","34","United States",3,443,"3.00","yes",2,"Yes","anyQUD"
"Male","No comments.","26","English",3,444,"2","Nothing",2,"Yes","anyQUD"
"Male","","28","English",2,445,"2.00","Everything seemed to work fine.",1,"Yes","anyQUD"
"Male","","38","English",3,446,"Yes","Nope",2,"Yes","anyQUD"
"Female","I didn't initially know the count of all the gumballs - 4 seconds was not enough time to count them","55","english",3,447,"2.00","no",2,"Yes","anyQUD"
"Female","I was torn when the voice said 'some' of the gumballs, when all had dropped.  Technically, they DID get some of the gumballs, but I decided the worker would need to know when the chamber had no more gumballs to dispense and chose F.","63","English",4,448,"2.00","None",2,"Yes","anyQUD"
"Female","Thank you!","40","english",2,449,"yes","No",2,"Yes","anyQUD"
"Female","","34","english",2,450,"3","no",0,"Yes","anyQUD"
"Male","","29","English",4,451,"1.80","",2,"Yes","anyQUD"
"Male","Thank you and best of luck in your study.","27","English",1,452,"2.00","No problems, I did time out on one question trying to count the gumballs received. Hope that's no problem.",2,"Yes","anyQUD"
"Female","Fun experiment. Great paying experiment.","39","English",2,453,"2.00","None. No problems.",1,"Yes","anyQUD"
"Male","","27","English",3,454,"2.00","No",2,"Yes","anyQUD"
"Female","","47","english",2,455,"2.00","no",2,"Yes","anyQUD"
"Female","","39","English",2,456,"Yes","No",1,"Yes","anyQUD"
"Male","Good Experiment","29","English",2,457,"2","No",2,"Yes","anyQUD"
"Male","","35","English",1,458,"2.00","no",2,"Yes","anyQUD"
"Female","","36","English",2,459,"2.00","no",2,"Confused","anyQUD"
"Female","","32","English",2,460,"$2","No issues",2,"Yes","anyQUD"
"Male","Very enjoyable experiment.","33","Russian",3,461,"yes","No problems",2,"No","anyQUD"
"Female","","46","english",2,462,"2.00","no",1,"Yes","anyQUD"
"Female","no additional comments","30","English",2,463,"yes","no problems",2,"Yes","anyQUD"
"Female","","59","english",3,464,"4","no",1,"Yes","anyQUD"
"Male","NICE","35","ENGLISH",4,465,"YES","NO",2,"Yes","anyQUD"
"Female","Thank you","26","English",2,466,"yes","no",2,"","anyQUD"
"Male","good","30","english",4,467,"2","No problem",1,"Yes","anyQUD"
"Female","","57","english",-1,468,"2.00","nope",1,"No","anyQUD"
"Male","Just a bit confusing because the keys didn't really relate to the words yes or no. Had to keep reminding myself of what F and J meant.","56","English",4,469,"yes","No",2,"Yes","anyQUD"
"Male","None","30","English",3,470,"Yes","No",1,"Yes","anyQUD"
"Female","","34","english",3,471,"2.00","no",1,"Yes","anyQUD"
"Female","","28","English",2,472,"2","no",1,"Yes","anyQUD"
"Female","this was interesting ","36","English",3,473,"yes","for some reason it would not let me press the buttons it would just make a sound and go to press space bar",1,"Yes","anyQUD"
"Female","There were times where I hit the wrong button but quickly realized my mistake. ","30","english",3,474,"2.00","n/a",2,"Yes","anyQUD"
"Female","It was straightforward","35","english",-1,475,"2.00","On one occasion I did not hear a statement but it may be because I clicked to fast before I got to that trial.",2,"Yes","anyQUD"
"Female","Interesting task, thanks!","29","English",3,476,"2.00","No.",2,"Yes","anyQUD"
"Male","""Some"" is an ambiguous amount. Even if I got all of the gumballs, I still got ""some"" of the gumballs.","33","English",2,477,"2","",1,"Yes","anyQUD"
"Male","","25","English",3,478,"2","No",2,"Yes","anyQUD"
"Female","","32","english",3,479,"3.00 (took overv30 minutes)","",1,"Yes","anyQUD"
"Male","None","28","English",2,480,"5$","no",1,"Yes","anyQUD"
"Male","","23","English",-1,481,"2.00","no",2,"Yes","anyQUD"
"Male","good","30","english",3,482,"2","nothing",2,"Yes","anyQUD"
"Female","","28","English",3,483,"2.00","No.",2,"Yes","anyQUD"
"Female","I started to get a hang of it. Eventhough at first I was not certain of the instructions, then it became clear. I wish I could do it again.","45","English",4,484,"Yes","No",2,"Confused","anyQUD"
"Female","its was fun","46","english",1,485,"1.67","no",2,"Yes","anyQUD"
"Male","I enjoyed this experiment, it was straightforward and a lot of fun to do.","29","English",3,486,"2.00","No",2,"Yes","anyQUD"
"Female","","24","english",4,487,"3.00","no",2,"Yes","anyQUD"
"Male","","34","English",3,488,"2.00","No",2,"Yes","anyQUD"
"Female","","35","English",3,489,"$2","At the very beginning, there was a question that said something like ""are you a bot"" but it didn't give me time to answer- the page advanced by itself. I hope that didn't disqualify me, I am not a bot. ",1,"Yes","anyQUD"
"Male","","55","English",3,490,"5","no",1,"","anyQUD"
"Female","","45","English",2,491,"2.00","no",2,"Yes","anyQUD"
"Female","I got the demos just fine, but wasn't clear about whether I was to be answering agree for things that were objectively true, or for things that would create a circumstance that would alert the worker to the status of the machine. Like ""you got 2 of the gumballs"" when 5 come out isn't technically correct, but saying yes alerts that worker that the machine is in order. Maybe that was a personal error in reading comprehension.","31","English",3,492,"2.00","No bugs, I just wasn't sure if I was doing it right.",2,"Confused","anyQUD"
"Male","Nice survey","30","English",3,493,"2","No",2,"Yes","anyQUD"
"Female","no comments","35","finnish",3,494,"2","no",2,"Yes","anyQUD"
"Female","Good","27","English",3,495,"2","No",2,"Yes","anyQUD"
"Male","","27","English",3,496,"2.00","",2,"Yes","anyQUD"
"Female","","36","english",3,497,"2.50","",2,"Yes","anyQUD"
"Male","","27","English",2,498,"2.00","No.",1,"Yes","anyQUD"
"Male","no comments","34","english",2,499,"the $2 given is fair","No",2,"Yes","anyQUD"
"Female","N/A","46","English",4,500,"2.00","No",2,"Yes","anyQUD"
"Female","none","41","English",3,501,"2.00","no",2,"Yes","anyQUD"
"Female","","40","english",3,502,"2.00","no",2,"Yes","anyQUD"
"Male","","22","English",1,503,"2.00","",2,"Yes","anyQUD"
"Male","","19","English",2,504,"$2.00","",2,"Yes","anyQUD"
"Female","","28","spanish",2,505,"2.00","no",2,"Yes","anyQUD"
"Female","very difficult to analyse.","51","English",3,506,"1","no",1,"Confused","anyQUD"
"Female","","33","english",3,507,"yes","",1,"Yes","anyQUD"
"Female","","47","english",3,508,"10","no",2,"Yes","anyQUD"
"Female","This by far was the best hit I completed.  It really was fun, thanks.","51","English",2,509,"$2.00","No",2,"Yes","anyQUD"
"Female","","37","English",2,510,"2.00","No",2,"Yes","anyQUD"
"Male","Good","30","English",3,511,"yes","No",2,"Yes","anyQUD"
"Female","I was a little confused about whether 'You got some of the gumballs' was the correct answer when all of the gumballs dispensed. It's true that you got some of the gumballs, but 'all of the gumballs' is more exact.","39","English",3,512,"Around 1.50","I didn't notice any problems.",2,"Yes","anyQUD"
"Female","I said I was confused because I answered yes to ""some"" even when it was ""all"" because ""some"" worked there too, to me.  Same thing with the counting.  If 5 dropped down and it said I got 2, I said yes because there were 2 there.  Didn't know if we were supposed to be exact.....ambiguous to me.","64","English",2,513,"yes!","One picture didn't load so I had to guess.",2,"Confused","anyQUD"
"Female","Thanks","28","English",3,514,"4","",1,"Confused","anyQUD"
"Male","","35","english",3,515,"2","one of the questions stopped midway through the girl saying how many gumballs were delivered and played an old school windows error sound. everything else worked fine before and after that, though.",2,"Yes","anyQUD"
"Male","I think that the instructions should clearly state what to do and expect. If they already do and I just didn't understand at first then I apologize for that. Thanks.","58","English",2,516,"yes","No bugs but I did not realize that I was to consider both the sound AND the visuals to answer the questions correctly. I think that I caught on just before it was halfway complete. Sorry, I hope that explains the wrong answers at the beginning.",2,"Confused","anyQUD"
"Female","","50","English",1,517,"2.00","no",2,"Yes","anyQUD"
"Male","Feel like I missed 3.  Tried my best.","60","English",3,518,"2.00","",2,"Yes","anyQUD"
"Female","","26","english",2,519,"yes","no",2,"Yes","anyQUD"
"Male","","45","English",2,520,"Yes","No.",2,"Yes","anyQUD"
"Male","Thanks! do more of these please","30","English",1,521,"3 dollars","nope",2,"Yes","anyQUD"
"Male","Good","32","English",3,522,"2","No problems",2,"Yes","anyQUD"
"Female","good","30","english",4,523,"5","not",1,"Yes","anyQUD"
"Female","","34","English",2,524,"yes","No",1,"Yes","anyQUD"
"Male","Great study.","24","English",3,525,"2.00","No.",2,"Yes","anyQUD"
"Male","I would like to know if all of the gumballs are disbursed and the question is some of the gumballs, is that true or false? ","28","English",3,526,"$1","",2,"Yes","anyQUD"
"Female","that was fun TYVM","54","english",3,527,"2.00","no",2,"Yes","anyQUD"
"Female","","25","English",2,528,"2.50","no",1,"Yes","anyQUD"
"Female","","50","English",1,529,"$2.00","",2,"Yes","anyQUD"
"Female","","52","English",3,530,"2.00","no problems or bugs",2,"Yes","anyQUD"
"Male","very good ","30","english",3,531,"twice practicc and very nice ","no problem ",2,"Yes","anyQUD"
"Female","Thank you","37","English",2,532,"2.00","no",2,"Yes","anyQUD"
"Male","none","40","english",3,533,"2","none",2,"Yes","anyQUD"
"Female","","47","English",4,534,"3","no",1,"Yes","anyQUD"
"Female","","49","English",3,535,"2.50","no",2,"Yes","anyQUD"
"Male","","51","English",3,536,"2","",2,"Yes","anyQUD"
"Female","It was very fun. Thank you for putting something out that pays fair and is more interesting than most of the stuff I do.","31","English",1,537,"2.00","No",2,"Yes","anyQUD"
"Male","","30","English",3,538,"2","No",1,"Yes","anyQUD"
"Male","I enjoyed the hit. The only potential ambiguity arose when evaluating the quantity of ""some"" gumballs. I decided that ""some"" is not the same as ""all"" and it's not the same as ""two"", but everything in between was acceptable.","42","English",3,539,"yes","No, the experiment appeared to run smoothly.",2,"Yes","anyQUD"
"Female","n/a","29","English",3,540,"yes","no",2,"Yes","anyQUD"
"Male","","31","English",1,541,"2.00","",2,"Yes","anyQUD"
"Female","1. It would be great if you had the meanings of J and F on the screen. 2. a longer timer would mean the world to us as we can accept hits while working on other hits and would like additional time. Around 2-4 hours or more is best. Thank you. and 3. I understood the most of the experiment but i was confused in the beginning when i thought i answered correctly/true but the kid still got fired? So while im learning on i did the hit correctly, i still wonder if i misunderstood. Maybe more elaboration and examples on that specifically would be helpful.","23","English",2,542,"Its fair now.","No problems or bugs",1,"Yes","anyQUD"
"Female","Thank you - I hope I helped Mr. Gumball Man keep his job. :-) ","60","English",3,543,"Yes","No.",1,"Yes","anyQUD"
"Female","","40","English",3,544,"2.00","no",1,"Yes","anyQUD"
"Male","","44","English",2,545,"I'm not really sure.","Once or twice I hit the wrong key by accident. Also, hitting ""space"" makes the browser window scroll down (in Firefox, at least), which makes the upper portion of the screen scroll out of sight.",2,"Yes","anyQUD"
"Female","","","",-1,546,"Yes","",2,"Yes","anyQUD"
"Male","","32","English",3,547,"3.00","no",1,"Yes","anyQUD"
"Male","","40","english",3,548,"3","no",1,"Yes","anyQUD"
"Male","None","36","English",1,549,"2.00","None",1,"Yes","anyQUD"
"Female","","60","English",4,550,"2.00","I started not quite understanding. The some of the gumballs and all the gumballs phrases threw me off in interpretation.",2,"Yes","anyQUD"
"Female","It was easy.","30","english",2,551,"2.00","n/a",2,"Yes","anyQUD"
"Male","","26","English",3,552,"2","No",2,"Yes","anyQUD"
"Male","","27","English",2,553,"3.00","The instructions at the beginning are confusing and need to be explained differently. It made it seem like I had picked the wrong answers when I don't believe that I did.",1,"Yes","anyQUD"
"Male","","36","English",3,554,"2.00","",2,"Yes","anyQUD"
"Male","good experiment","30","english",4,555,"2","No problem",1,"Yes","anyQUD"
"Male","","35","English",3,556,"$5","No",1,"Yes","anyQUD"
"Male","Good Survey","34","English",3,557,"Yes","Nothing",1,"Yes","anyQUD"
"Female","thank you","52","english",3,558,"2","no",2,"Yes","anyQUD"
"Male","None","33","English",3,559,"2 dollars","on the last trial, I did not make a selection before and the screen disappeared (and I was fast, so it was weird).",1,"Yes","anyQUD"
"Female","","52","English",3,560,"yes","the voice was slow",2,"Yes","anyQUD"
"Male","Quite interesting","26","English",3,561,"10","No",2,"Yes","anyQUD"
"Female","","43","English",1,562,"2.00","",1,"Yes","anyQUD"
"Female","","30","english",4,563,"yes","no",2,"Yes","anyQUD"
"Male","","26","English",2,564,"2.00","No",2,"Yes","anyQUD"
"Female","","49","English",2,565,"Yes","No.",1,"Yes","anyQUD"
"Male","","25","English",3,566,"2.5","",1,"Yes","anyQUD"
"Female","very good","30","English",3,567,"5000","",1,"No","anyQUD"
"Female","","43","English",2,568,"2.00","no",2,"Yes","anyQUD"
"Male","none","40","English",3,569,"2.00","No",2,"Yes","anyQUD"
"Male","","28","english",2,570,"3","no",1,"Yes","anyQUD"
"Male","","26","English",4,571,"$2","A couple of times I got forwarded without having a chance to press F or J",1,"Yes","anyQUD"
"Female","none","21","English",2,572,"not really","none",1,"Yes","anyQUD"
"Female","It's a fun experiment. ","31","English",4,573,"Yes","None",2,"Yes","anyQUD"
"Female","","25","English",3,574,"2","No",1,"Yes","anyQUD"
"Male","","53","English",2,575,"2.00","No",2,"Yes","anyQUD"
"Female","This was a fun hit, it was a little confusing if I should pick true for the times when I was told I got some of the gumballs and the machine gave me all of the gumballs. ","46","English",3,576,"1.50","I didn't experience any problems or bugs.",2,"Confused","anyQUD"
"Male","I hit the wrong button several times","43","English",3,577,"2.50","",1,"Yes","anyQUD"
"Female","fun! Thanks!","44","English",3,578,"yes","no",2,"Yes","anyQUD"
"Male","Thank you an have a nice day!","48","English",3,579,"2.00","everything went smoothly, thank you!",2,"Yes","anyQUD"
"Male","I would like to participate in more of these!","33","English",3,580,"Yes","None!",2,"Yes","anyQUD"
"Female","No comments","19","Spanish",2,581,"the amount offered is fair","No problems",2,"Yes","anyQUD"
"Female","","33","english",2,582,"2.00","no",2,"Yes","anyQUD"
"Female","I didnt do the first half correctly, I kept counting what was int he globe forgetting how gumball machines work. It wasnt until the second half that I realized i needed to count the gumballs that dropped.","42","English",3,583,"yes","no problems just my confusing",2,"Confused","anyQUD"
"Female","This experiment is very useful.","35","English",3,584,"interesting","No",2,"Yes","anyQUD"
"Female","","52","English",2,585,"$2 is fair","none",2,"Yes","anyQUD"
"Male","GOOD ","30","ENGLISH",4,586,"2.00","NO",2,"Yes","anyQUD"
"Male","","25","english",3,587,"2","no",1,"Yes","anyQUD"
"Male","","41","english",2,588,"2","no",1,"Yes","anyQUD"
"Female","","43","English",2,589,"yes","",2,"Yes","anyQUD"
"","","","",-1,590,"","No",2,"Yes","anyQUD"
"Male","I thought the experiment was fun and was a great way to test the mind for quickness, accuracy along with hearing.","31","English",3,591,"2.00","None",2,"Yes","anyQUD"
"Female","","36","eng",4,592,"3","no",0,"Yes","anyQUD"
"Female","","48","english",1,593,"yes","no",1,"Yes","anyQUD"
"Male","","25","English",3,594,"2.00","All good.",2,"Yes","anyQUD"
"Male","No comments","47","English",2,595,"2.00","no",2,"Yes","anyQUD"
"Male","I have none, thanks!","37","english",3,596,"2.00","I had none",2,"No","anyQUD"
"Male","","27","english",3,597,"yes","no",2,"Yes","anyQUD"
"Male","","28","English",3,598,"3.00","My only issue was when all came out and it said ""some"" -- I answered no because it was all, but I didn't know if that was right.",1,"Yes","anyQUD"
"Male","Interesting and well-laid out study.","41","English",2,599,"2.50","No.",1,"Yes","anyQUD"
"Female","good job","35","English",3,600,"yes","there was one time i thought she said ""seven"" but it sounded a lot like ""some""",2,"Yes","anyQUD"
"Male","Thanks
","25","English",3,601,"4","no",2,"Yes","anyQUD"
"Male","This was a pretty good HIT.","58","",2,602,"2.00","No.",2,"Yes","anyQUD"
"Female","Best of luck with your research!","62","English",2,603,"yes","I didn't hear one of them because of another noise.",1,"Yes","anyQUD"
"Male","nice","34","engish",3,604,"30","n0",1,"Yes","anyQUD"
"Female","","38","English",3,605,"yes","No.",2,"Yes","anyQUD"
"Female","","37","english",2,606,"2.50","none",2,"Yes","anyQUD"
"Other","","30-something","English",3,607,"Yes.","No.",2,"Yes","anyQUD"
"Male","","32","english",2,608,"2","no",1,"Yes","anyQUD"
"Female","","47","English",3,609,"yes","no",1,"Yes","anyQUD"
"Female","great study had no problems ","57","english ",2,610,"2.00","no bugs it run great ",2,"Yes","anyQUD"
"Female","","37","English",3,611,"2.50","",1,"Yes","anyQUD"
"Female","thank you","39","Enlgish",3,612,"2.00","no",2,"Confused","anyQUD"
"Male","none","33","English",4,613,"1","Sometimes it would glitch and jump right to the ""press space bar"" button before I had a chance to answer",2,"Yes","anyQUD"
"Female","none","48","english",2,614,"2.00","no",2,"Yes","anyQUD"
"Male","none","26","english",1,615,"2","none",1,"Yes","anyQUD"
"Male","The instructions were a little vague","47","English",3,616,"2.50","",2,"Yes","anyQUD"
"Male","","35","English",2,617,"2.25","No",1,"Yes","anyQUD"
"Female","IT WAS ALRIGHT","24","United States",1,618,"70","NO BUGS",2,"Confused","anyQUD"
"Female","","33","english",2,619,"3.00","at the start it was not as clear ",2,"Yes","anyQUD"
"Male","","31","English",1,620,"2.00","nope",2,"Confused","anyQUD"
"Male","","25","English",2,621,"2","no",2,"Yes","anyQUD"
